frame_index,timestamp_sec,yaw_deg,pitch_deg,roll_deg,tracked_point_count,inlier_count,inlier_ratio,confidence,warnings
66,6.6,-0.3635108286841508,-5.952081724798186,0.12086994686006639,271,249,0.9188191881918819,0.3675276752767528,approximate_K_used|intrinsics_not_calibrated|pose_for_debug_only
67,6.7,-0.5693678053654215,-4.998605492399988,0.24418459140701526,271,252,0.9298892988929889,0.3719557195571956,approximate_K_used|intrinsics_not_calibrated|pose_for_debug_only
68,6.8,-0.3265715636096008,-5.017132624281726,-0.04797333621058948,271,252,0.9298892988929889,0.3719557195571956,approximate_K_used|intrinsics_not_calibrated|pose_for_debug_only
69,6.9,0.09097355227952862,0.3479620945664984,-0.015191635183537432,260,1,0.0038461538461538464,8.875739644970416e-06,approximate_K_used|intrinsics_not_calibrated|pose_for_debug_only|too_few_pose_inliers
70,7.0,0.012803378679466265,-3.7693020030194364,-0.10100771067600126,256,239,0.93359375,0.37343750000000003,approximate_K_used|intrinsics_not_calibrated|pose_for_debug_only
71,7.1,0.1018416410884741,-3.532026868184966,-0.09999092617786838,252,237,0.9404761904761905,0.3761904761904762,approximate_K_used|intrinsics_not_calibrated|pose_for_debug_only
72,7.2,0.16206587512041276,-4.085224324826246,0.0008321569839661058,252,235,0.9325396825396826,0.373015873015873,approximate_K_used|intrinsics_not_calibrated|pose_for_debug_only
73,7.3,-0.3327148789937796,-5.6374614390035696,0.3281347674185912,251,234,0.9322709163346613,0.37290836653386455,approximate_K_used|intrinsics_not_calibrated|pose_for_debug_only
74,7.4,0.09829335001714112,-5.174303477230287,-0.1965590545160977,251,235,0.9362549800796812,0.3745019920318725,approximate_K_used|intrinsics_not_calibrated|pose_for_debug_only
75,7.5,0.06113181716094066,-4.9252398809352895,-0.4333989942422943,251,228,0.9083665338645418,0.36334661354581677,approximate_K_used|intrinsics_not_calibrated|pose_for_debug_only
76,7.6,0.008112596297165079,-6.183426966302069,-0.0013231776404544588,250,230,0.92,0.36800000000000005,approximate_K_used|intrinsics_not_calibrated|pose_for_debug_only
77,7.7,0.24761061357428493,-7.832837570705203,-0.5059040762388748,249,220,0.8835341365461847,0.3534136546184739,approximate_K_used|intrinsics_not_calibrated|pose_for_debug_only
78,7.8,0.04968790186458872,-5.321972067018044,-0.01699926150683308,247,227,0.9190283400809717,0.3676113360323887,approximate_K_used|intrinsics_not_calibrated|pose_for_debug_only
79,7.9,-0.031616295798765896,-8.953857976164617,-0.38447645721616514,244,212,0.8688524590163934,0.3475409836065574,approximate_K_used|intrinsics_not_calibrated|pose_for_debug_only
80,8.0,0.07406531595932954,-6.1795649434500115,-0.5541839252047341,243,226,0.9300411522633745,0.3720164609053498,approximate_K_used|intrinsics_not_calibrated|pose_for_debug_only
81,8.1,0.016320573197577935,-0.8248166335739755,-0.04508392025273005,241,92,0.3817427385892116,0.08743651107935468,approximate_K_used|intrinsics_not_calibrated|pose_for_debug_only
82,8.2,0.08399535837946412,-0.9184236528579687,-0.06141749012902737,240,128,0.5333333333333333,0.1706666666666667,approximate_K_used|intrinsics_not_calibrated|pose_for_debug_only
83,8.3,-0.09923598083096513,-0.8401942349290868,-0.0360891241617934,239,117,0.4895397489539749,0.14378949948355244,approximate_K_used|intrinsics_not_calibrated|pose_for_debug_only
84,8.4,0.04183970705560216,-0.3367365932993556,0.08662019325969508,237,138,0.5822784810126582,0.20342893767024517,approximate_K_used|intrinsics_not_calibrated|pose_for_debug_only
85,8.5,-0.06207316259301975,-0.34791979077161705,0.021498958766648354,232,125,0.5387931034482759,0.17417880499405475,approximate_K_used|intrinsics_not_calibrated|pose_for_debug_only
86,8.6,0.22747644688223145,-0.373554655155828,0.03511196562658847,228,131,0.5745614035087719,0.19807248384118192,approximate_K_used|intrinsics_not_calibrated|pose_for_debug_only
87,8.7,-0.061780272644598774,-0.3698052075932246,-0.06413428101946705,223,121,0.5426008968609866,0.1766494399646082,approximate_K_used|intrinsics_not_calibrated|pose_for_debug_only
88,8.8,0.0193251769382465,-0.35423670979675737,0.030607084958929925,218,148,0.6788990825688074,0.27155963302752295,approximate_K_used|intrinsics_not_calibrated|pose_for_debug_only
89,8.9,-0.14159906000516082,-0.3358038582135564,-0.018643081470828177,215,107,0.49767441860465117,0.14860789616008654,approximate_K_used|intrinsics_not_calibrated|pose_for_debug_only
90,9.0,-0.4511152067109005,-0.30203878438025267,-0.06700078347831628,214,114,0.5327102803738317,0.17026814568957985,approximate_K_used|intrinsics_not_calibrated|pose_for_debug_only
91,9.1,0.28578600279437916,-0.32501409216940086,-0.10527336724490075,211,119,0.5639810426540285,0.19084476988387508,approximate_K_used|intrinsics_not_calibrated|pose_for_debug_only
92,9.2,0.19053479732984874,-0.2835777391493922,0.04260230596516436,204,90,0.4411764705882353,0.11678200692041524,approximate_K_used|intrinsics_not_calibrated|pose_for_debug_only
93,9.3,0.052917482851175944,-0.30382868352253,0.021460731404790847,185,74,0.4,0.09600000000000003,approximate_K_used|intrinsics_not_calibrated|pose_for_debug_only
94,9.4,0.019409101743117163,-0.3782006198061739,0.01113029814547593,170,63,0.37058823529411766,0.082401384083045,approximate_K_used|intrinsics_not_calibrated|pose_for_debug_only
95,9.5,0.23202513900830823,-0.3272006971653195,0.006060152252023603,149,68,0.4563758389261745,0.12496734381334174,approximate_K_used|intrinsics_not_calibrated|pose_for_debug_only
96,9.6,0.24547394740635745,-0.3032681150518446,-0.049706641259755886,135,69,0.5111111111111111,0.15674074074074074,approximate_K_used|intrinsics_not_calibrated|pose_for_debug_only
97,9.7,0.39956433247758666,-0.10760129022157627,0.05270330912922829,124,32,0.25806451612903225,0.03995837669094693,approximate_K_used|intrinsics_not_calibrated|pose_for_debug_only
98,9.8,0.1412096662064721,-0.4034604722936456,-0.061985522965556344,124,60,0.4838709677419355,0.14047866805411033,approximate_K_used|intrinsics_not_calibrated|pose_for_debug_only
99,9.9,-0.06260990365996424,-0.16272567085689113,0.05821204002545862,120,61,0.5083333333333333,0.15504166666666666,approximate_K_used|intrinsics_not_calibrated|pose_for_debug_only
100,10.0,-0.012618990882975144,-0.1972296545400266,0.03473240326504306,114,58,0.5087719298245614,0.1553093259464451,approximate_K_used|intrinsics_not_calibrated|pose_for_debug_only
101,10.1,0.21730749246059294,-0.20720938602444164,-0.046716436365110164,110,45,0.4090909090909091,0.10041322314049589,approximate_K_used|intrinsics_not_calibrated|pose_for_debug_only
102,10.2,0.1516490675872245,-0.1408504070922947,0.14362611178165513,95,32,0.3368421052631579,0.06467368421052631,approximate_K_used|intrinsics_not_calibrated|pose_for_debug_only
103,10.3,0.9282511083926819,-2.197209792829487,-0.08147930051660066,86,56,0.6511627906976745,0.21879069767441864,approximate_K_used|intrinsics_not_calibrated|pose_for_debug_only
104,10.4,-0.04191661662395698,-0.11259220062010623,0.09696374062445762,82,64,0.7804878048780488,0.256,approximate_K_used|intrinsics_not_calibrated|pose_for_debug_only
105,10.5,-0.03745941062773773,-0.16795312979167254,-0.01445582338416166,73,26,0.3561643835616438,0.05556164383561642,approximate_K_used|intrinsics_not_calibrated|pose_for_debug_only
106,10.6,-0.3424639076249014,0.03892082647646703,0.05728881508509914,72,61,0.8472222222222222,0.244,approximate_K_used|intrinsics_not_calibrated|pose_for_debug_only
107,10.7,-0.08573102082468147,-0.03583172230046907,-0.0542266235944158,71,33,0.4647887323943662,0.0920281690140845,approximate_K_used|intrinsics_not_calibrated|pose_for_debug_only
108,10.8,-0.07224523990512108,-0.06529361203312267,-0.06533757208610427,71,41,0.5774647887323944,0.142056338028169,approximate_K_used|intrinsics_not_calibrated|pose_for_debug_only
109,10.9,-0.3520701967611135,-0.05707864030253883,0.00844573167329377,67,46,0.6865671641791045,0.18400000000000002,approximate_K_used|intrinsics_not_calibrated|pose_for_debug_only
110,11.0,-0.2239641682528289,-0.16237195865070977,0.03927277078307922,66,37,0.5606060606060606,0.12445454545454544,approximate_K_used|intrinsics_not_calibrated|pose_for_debug_only
111,11.1,-0.031175955501013382,-0.20692098777957157,0.012302608364373848,66,28,0.42424242424242425,0.07127272727272728,approximate_K_used|intrinsics_not_calibrated|pose_for_debug_only
112,11.2,-0.2951702002731528,-0.21848258029457993,-0.04116026360548761,66,31,0.4696969696969697,0.0873636363636364,approximate_K_used|intrinsics_not_calibrated|pose_for_debug_only
113,11.3,-0.020602202977116867,-0.19345349020683186,-0.0023373153731266923,66,50,0.7575757575757576,0.2,approximate_K_used|intrinsics_not_calibrated|pose_for_debug_only
114,11.4,-0.16956750795282416,-0.32191620994794506,-0.02782076573197626,61,46,0.7540983606557377,0.184,approximate_K_used|intrinsics_not_calibrated|pose_for_debug_only
115,11.5,-0.24456534413948172,-0.2691175641821491,-0.08817235104944758,61,43,0.7049180327868853,0.17200000000000001,approximate_K_used|intrinsics_not_calibrated|pose_for_debug_only
116,11.6,-1.746012740782547,-0.6281090110429873,0.5244491572584674,60,47,0.7833333333333333,0.188,approximate_K_used|intrinsics_not_calibrated|pose_for_debug_only
117,11.7,2.1039725388152393,4.463279350692246,-15.361342474660125,60,57,0.95,0.22799999999999998,approximate_K_used|intrinsics_not_calibrated|pose_for_debug_only
118,11.8,-0.2790012075661078,-0.9911177345018047,3.0233454419632886,60,60,1.0,0.24,approximate_K_used|intrinsics_not_calibrated|pose_for_debug_only
119,11.9,0.17625107041286073,-1.1718489080593903,5.6441497891165415,60,59,0.9833333333333333,0.236,approximate_K_used|intrinsics_not_calibrated|pose_for_debug_only
